date_received,product,sub_product,issue,sub_issue,consumer_narrative,company_public_response,company,state,tags,submitted_via,company_response,timely_response,consumer_disputed,year,month,has_narrative,product_normalised
2024-05-02,Mortgage,Conventional home mortgage,Closing on a mortgage,Closing disclosure or other related disclosures,"We are set to close on XX/XX/XXXX. This is the result of an extension request, as we were supposed to originally close on XX/XX/XXXX. 

We received conditional approval on XX/XX/XXXX. With the approval came a list of items we had to complete, including paying off our auto loan. We completed everything on the list. On XXXX we were notified that there was now a new condition, which required us to have cash reserves. Again, this was not disclosed to us at the beginning of this process and before we put an offer on the home and it was accepted in ( XX/XX/XXXX ), nor was it disclosed after we were in the closing process. The loan processor said that the requirement for cash reserves was implied since they asked us for documentation of our retirement accounts. Truist admitted that they never told/ disclosed this on the conditions list nor verbally. We are 24 hours from closing and still have not been given a clear to close. 

Attached is our conversations surrounding the conditional loan approval",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,VA,,Web,Closed with explanation,1,,2024,5,1,Mortgage
2016-09-29,Credit card,,Billing statement,,"Citibank took over the credit card service for Costco members. I received a new Citibank Visa. Then, I received one statement and paid it. My FICO score is well over XXXX because I pay all my credit card bills on time and in full. On the next Citibank statement I received, it showed an unpaid balance from a previous month, a late fee of {$25.00}, and interest of just over {$7.00}. Citibank claims I should have known the billing cycle was that payments were due on the XXXX of the month. With only one bill having been sent, there was no "" billing cycle. '' Clearly, Citibank is taking advantage of consumers by failing to send statements and, then, collecting {$25.00} late charges and interest. With the thousands of Costco members, Citibank could end up with millions of dollars, with this scheme. I strongly suspect that Citibank is engaged in this scheme, for profit, taking advantage of its new relationship with Costco members and the members ' lack of familiarity with Citibank 's billing.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,,Web,Closed with monetary relief,1,0.0,2016,9,1,Credit card
2022-01-22,"Payday loan, title loan, or personal loan",Payday loan,Charged fees or interest you didn't expect,,,,Solar Mosaic LLC,CA,,Web,Closed with explanation,1,,2022,1,0,Payday loan / title / personal
2024-01-26,Debt collection,Rental debt,Electronic communications,"You told them to stop contacting you, but they keep trying",,,"HW Holding, Inc",TX,,Web,Closed with explanation,1,,2024,1,0,Debt collection
2024-10-01,Credit card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,,Web,Closed with explanation,1,,2024,10,0,Credit card
2020-11-14,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,"On XX/XX/XXXX- I was contacted by XXXX XXXX for XXXX XXXX XXXX XXXX because of a home I inquired about on the XXXX site. I was pre-approved by a lender in California for {$540000.00}, but the lender did not service New Jersey so XXXX informed me of a lender she works with name XXXX XXXX from Greentree Morgage Company. Being a XXXX  resident and relocating to XXXX XXXX, I trust XXXX to link me with a lender that will be professional and get the job done. My first contact with Mr. XXXX on XX/XX/XXXX. I provided in detail that I was relocating and that I was work remotely and would continue until I secured a XXXX position in XXXX XXXX. I asked would there be any issues before I go forward with running my credit. I also email my XXXX  pre-approval and underwrite documents for his review. I did not hear from Mr.XXXX  for a few days, I remain in contact with Ms. XXXX. When I finally was able to reach Mr. XXXX he explains that because I was working remotely, I was not able to secure a loan until received a job offer, but we could continue the loan process, but will not able to close until I secure employment. I informed him I would like to continue moving forward with the process. I contacted XXXX  Lender and inquired about purchasing a home out of state. I was informed that there were two options : I could purchase as a second home at 10 % or purchase as an investment property at a 20 % down payment. I found a townhome for $ XXXX, I immediately contact Ms. XXXX informing her that I want to do the second home option. Ms.XXXX  contacts Mr. XXXX requesting a pre-approval for $ XXXX. She received, made the offer, and it was accepted. On XX/XX/XXXX, I received an email from Mr. XXXX stated he needed my monthly income, I email it to him. I received another email requesting a copy of all bank statements ASAP. I send and text him it was completed and please confirm once received. He did confirm received. I received another email stated he needed a copy of my co-signer retirement. I replied informing him I told him when asked by XXXX whether or not will I use and co-signer, I told her no because the property amount was lower than the property I was purchasing in XXXX. The pre-approval that XXXX received only listed me as the applicant. I expressed to Ms.XXXX Mr. XXXX disrespectful ; insulting questions and inappropriate comments. I expressed that I know each state was different, but his behavior has nothing to do with state real estate. He does not respond to my question on email or text. He asked me about XXXX ( I do not know if that's someone's first or last name ) and my co-signer is XXXX XXXX, I asked did he mean XXXX XXXX or was he confusing me with another client. I received no responses. He emails me requesting documents that he confirmed he received. He stated he is working remotely and can not remember. I asked where my documents following the privacy act, because I had sent the same documents multiply times. I again, express my concern with Ms. XXXX, she agrees to speak with Mr. XXXX and also Ms. XXXX XXXX to ensure we are on the same accord and moving forward. Also, we concerned about working with another lender because of the dissatisfaction with the services, I am receiving. Ms.XXXX spoke with Ms. XXXX and she was going to give me a call letter that day. I received a call and express what was according to XXXX XXXX ( branch manager of Greentree Mortgage ). She informed me she would review my documents and give me a call. I informed her that I was flying into New Jersey that night and feel free to email me if anything is needed. She requests another copy of my XXXX w2, I email and asked her to confirmed received. I did not receive a call so I contact Ms. XXXX for an update. She stated that I would need a co-signer. I asked why, and she stated that they have to consider my rent from my primary residence, I informed her that I am currently in XXXX XXXX residing with family and I do not pay any rent. I informed her the only debt I have is student loans. She stated my car payment and informed her that it was payoff by the insurance company and I have a letter from XXXX and a copy of the transfer of title. It was paid off in XXXX and I was informed it would take a few weeks before it shows paid. I offered to send those documents and because she did not believe I was in XXXX XXXX proof of flight and PODs storage receipt. I asked for a corporate email to express the treatment I was receiving. She stated she would have to find it giving that Mr. XXXX is the branch manager. On XXXX XXXX Ms. XXXX stated that she was sending my file to the underwritten supervisor to review. The next morning I received, an email requesting a letter from my employer the questions are : 1. Will the letter say that she is a fully remote teacher and can work permanently from XXXX? 
2.As far as continuance of income, I assume she only has a 1-year contract. Will the school say the contract can be renewed with her working out of state? 

I do not understand if it's a second mortgage why would it provide a letter indicating permanently resides in New Jersey. How can anything be promised job security for next year? Also, I had informed Mr. XXXX that I will seek employment in the tri-state area. I provide proof of on had monies that could cover the home expensive. 

I asked for the underwritten supervisor 's contact information for letter clarification. Ms. XXXX stated : Hi XXXX, We are not permitted to release their contact information. Underwriters do not speak with borrowers/clients. When you provide the information they requested, we would email it back to them for their review. 
Again, I requested a copy of all my documents : underwritten, credit report, and the pre-approval. I have not received them.",,GREENTREE MORTGAGE CO. L.P.,NJ,,Web,Closed with explanation,1,,2020,11,1,Mortgage
2024-01-11,"Money transfer, virtual currency, or money service",Check cashing service,Confusing or misleading advertising or marketing,,"Violation of Arbitration agreement 15 USC 6802, 15 USC 6803, 15 USC 6804 and 15 USC 6805 Sharing my personal information and accounting",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,,Web,Closed with explanation,1,,2024,1,1,Money transfer / service
2021-06-05,Debt collection,Credit card debt,Written notification about debt,Didn't receive enough information to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Rausch Sturm LLP,MN,"Older American, Servicemember",Web,Closed with explanation,1,,2021,6,0,Debt collection
2019-07-05,Mortgage,Conventional home mortgage,Trouble during payment process,,,,Ocwen Financial Corporation,AZ,,Web,Closed with explanation,1,,2019,7,0,Mortgage
2025-07-16,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"I want to stress that I did not give written permission for these specific transactions to be included in my consumer report. At no point did I authorize these entries, and their presence on my report is unwarranted. Consequently, I am formally requesting that these accounts be blocked and removed from my report immediately. It is important to clarify that this request is not due to any error or negligence on my part. There has been no oversight or misunderstanding on my end. Instead, this issue arises solely from the fact that I did not explicitly authorize the inclusion of these transactions in my report. I am diligent about maintaining the accuracy and privacy of my financial records, and these unauthorized entries compromise that integrity. I trust that you will handle this matter with the urgency and seriousness it deserves. Please confirm the removal of these transactions from my report as soon as possible. Thank you for your prompt attention to this issue.",,"EQUIFAX, INC.",GA,,Web,Closed with explanation,1,,2025,7,1,Debt collection
2024-11-11,Checking or savings account,Checking account,Closing an account,Company closed your account,Navy just closed my account after sumbody took money from me,Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,GA,,Web,Closed with explanation,1,,2024,11,1,Bank account / service
2024-10-11,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,FL,,Web,Closed with non-monetary relief,1,,2024,10,0,Debt collection
2023-01-06,Credit card or prepaid card,Store credit card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,"Hi, I would like to file a complaint in hopes of rectifying a situation I have with Synchrony Bank. I have made several attempts to clear this matter up with the bank before contacting your agency. 

On XX/XX/2022, XXXX XXXX  I opened a XXXX account to purchase an automotive fuel injection kit. 
I also have XXXX XXXX  account with Synchrony Bank. These XXXX accounts are being confused. 

The issue arose when someone at the bank charged my purchase from XXXX XXXX to my XXXX XXXX account. I asked for a correction of this situation as soon as I discovered the situation. I was told it would be corrected several times but that has not happened. 

Someone made a mistake in posting this transaction to the wrong account and I am having to go through this process to correct the matter. 

The item I purchased should be charged to account XXXX XXXX XXXX. This would make this situation correct. I clearly opened the account for this purchase. 

I am also being interest at the wrong rate because the balance that has occurred because of this error. 

The invoice I included clearly states the item was purchased to the XXXX XXXX XXXX XXXX. Its toward the bottom of the invoice on the left side. 

I truly hope you can help me with this matter. I have enclosed a copy of the invoice. If you towards the bottom it clearly states the charge was made to XXXX. That did not happen and I need your help. 

Respectfully",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,CA,Servicemember,Web,Closed with non-monetary relief,1,,2023,1,1,Credit card
2024-08-26,Debt collection,I do not know,Communication tactics,Called before 8am or after 9pm,,,"Portfolio Recovery Associates, LLC",KS,,Web,Closed with non-monetary relief,1,,2024,8,0,Debt collection
2012-09-24,Credit card,,Rewards,,,,AMERICAN EXPRESS COMPANY,UT,,Web,Closed with explanation,1,0.0,2012,9,0,Credit card
2025-12-18,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,,Web,Closed with explanation,1,,2025,12,0,Bank account / service
2024-04-25,Checking or savings account,Other banking product or service,Closing an account,Funds not received from closed account,,,"Paypal Holdings, Inc",MA,,Web,Closed with explanation,1,,2024,4,0,Bank account / service
2022-12-15,Credit card or prepaid card,General-purpose credit card or charge card,Trouble using your card,Can't use card to make purchases,,,CAPITAL ONE FINANCIAL CORPORATION,CA,Servicemember,Web,Closed with explanation,1,,2022,12,0,Credit card
2024-11-08,Credit card,Store credit card,Getting a credit card,Card opened without my consent or knowledge,XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX said he needed my SSN so he can do a soft pull on my credit to make sure I have good credit. I was never made aware that I was applying to a credit card and that the company under would be mattress firm. I called a phone number provided by XXXX credit report and found out that I have a credit card that I never authorized to open.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NM,,Web,Closed with non-monetary relief,1,,2024,11,1,Credit card
2016-09-17,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"This collection company is continuing their collection activity on this account on my credit report. I feel they did not validate this account or debt per my request that I sent them in the mail previously. They have not provided signed proof that I incurred this debt, an itemization of the debt and a copy of the underlying account statement and other written validation and explanation of the debt. 

Being that they failed to provide it, this is a clear violation of FDCPA. Proper validation consists of copies of some type of current creditor records, not records which only verify that the collector believes an account is valid. 

They are also violating the Fair Credit Reporting Act ( FCRA ) by reporting inaccurate information on my credit report : Account Number : XXXX Balance : {$1200.00} Original Creditor : XXXX",,"CAVALRY INVESTMENTS, LLC",NJ,,Web,Closed with explanation,1,0.0,2016,9,1,Debt collection
2026-02-22,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem when making payments,,,,1st Franklin Financial Corporation,LA,,Web,Closed with explanation,1,,2026,2,0,Payday loan / title / personal
2025-02-13,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,GA,,Web,Closed with monetary relief,1,,2025,2,0,Bank account / service
2014-01-10,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Resurgent Capital Services L.P.,TX,,Postal mail,Closed with explanation,1,0.0,2014,1,0,Debt collection
2017-05-03,Debt collection,Other debt,Communication tactics,"You told them to stop contacting you, but they keep trying",,,"EOS Holdings, Inc.",SC,,Web,Closed with explanation,1,,2017,5,0,Debt collection
2024-10-26,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"I'm a XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXand in person visit to trust bank. 
I have problems in XXXX XXXX. 
Lost my bank summary statements to suntrust bank in XXXX XXXX XXXX through XXXX. 
2. I lost my wallet and all contents.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,MD,Servicemember,Web,Closed with explanation,1,,2024,10,1,Bank account / service
2022-02-03,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,,"HUNTINGTON NATIONAL BANK, THE",OH,,Phone,Closed with monetary relief,1,,2022,2,0,Bank account / service
2022-05-27,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,,XXXX XXXX received email from PayPal re : purchase of crypto currency and then XXXX banking accounts were compromised when I called the number on the email. Started receiving multiple phone calls and requests for gift cards to reduce debt XXXX dont have a Papal account but was given verification XXXX and the name XXXX XXXX XXXX XXXX PayPal Id # XXXX was the scammer who continued to call and aggressively direct me to purchase gift cards to lower my debt. This went on for 2 days until I blocked the calls and notified my bank. Money had already been taken out of my savings account,,"Paypal Holdings, Inc",LA,Older American,Web,Closed with explanation,1,,2022,5,1,Money transfer / service
2024-09-04,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,"A bank account with Chase Bank was opened around XX/XX/2024. I received a notice regarding my address was updated for my bank account. So I called to see if a bank account was in my name. They stated yes, so they removed the funds and closed the account.",,JPMORGAN CHASE & CO.,GA,Servicemember,Web,Closed with explanation,1,,2024,9,1,Bank account / service
2021-07-27,Mortgage,VA mortgage,Struggling to pay mortgage,,,Company believes it acted appropriately as authorized by contract or law,Mr. Cooper Group Inc.,WI,Servicemember,Web,Closed with explanation,1,,2021,7,0,Mortgage
2016-12-08,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",,,,"CIT BANK, NATIONAL ASSOCIATION",NJ,,Referral,Closed with explanation,1,0.0,2016,12,0,Mortgage
2025-02-12,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"I am writing to formally express my concerns regarding Zelle 's handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies, my financial institution and Zelle failed to investigate my claims adequately. They informed me that recovering lost funds was impossible and that tracking these transactions was unfeasible. The CFPB 's findings indicate that Zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the system, leaving users vulnerable to scams. This lack of accountability and transparency is unacceptable and raises serious concerns about consumer safety.",,"Early Warning Services, LLC",TX,,Web,Closed with explanation,1,,2025,2,1,Money transfer / service
2019-02-28,Credit card or prepaid card,Government benefit card,Unexpected or other fees,,"I misplaced my XXXX XXXX card I continuously called XXXX XXXX for three days and got no answer. I even tried to send an email to the company  asking them to cancel my card and still no response. Finally I reached them on the third day, up until the third day my money was still on the card. At that time I had only XXXX left on the card that previously had XXXX on it. I was furious I called the police to get to the bottom of this and was given a police report number which I sent to the company along with the disputes of transactions on my cord. I later received a letter in the mail from XXXX XXXX saying no fraudulent activities had been done on this card. I couldn't believe it. What happen was my grandchildren ages XXXX and XXXX was playing XXXX on the telephone that I previously used to place an order on and the last 4 numbers to my card was still on the phone. The kids used those four number to log into the game and every time they hit the coin on the game it charged my debit card. Not knowing they was using my money on XXXX XXXX. I called XXXX and they was willing to word with me but XXXX XXXX refused to give me the information needed for XXXX to stop payment. This is a card that is used for my XXXX grandson and I would never authorize kids to use it to play games, that is just out of the question and I don't know anything about those games. I have custody of XXXX grandchildren and all monies received is for the car of the children. I can't find the police report number but I sent it with the report to XXXX XXXX. I can get it later from the police department and send it later.",,Comerica,VA,,Web,Closed with explanation,1,,2019,2,1,Credit card
2014-08-28,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,,,JPMORGAN CHASE & CO.,CA,,Web,Closed with explanation,1,0.0,2014,8,0,Debt collection
2024-01-04,Checking or savings account,Checking account,Closing an account,Company closed your account,Chime close my account I dont understand how or why,,Chime Financial Inc,NY,Servicemember,Web,Closed with explanation,1,,2024,1,1,Bank account / service
2018-07-27,Mortgage,VA mortgage,Struggling to pay mortgage,,,,NATIONSTAR MORTGAGE LLC,TX,Servicemember,Referral,Closed with explanation,1,,2018,7,0,Mortgage
2024-11-02,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,,,ENCORE CAPITAL GROUP INC.,OK,,Web,Closed with explanation,1,,2024,11,0,Debt collection
2016-08-04,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"ResidentCollect, Inc.",TX,,Web,Closed,1,0.0,2016,8,0,Debt collection
2025-02-07,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,,XXXX received fraud alert text message from CHASE asking about using an XXXX to get groceries {$360.00} ( all text messages were saved and shown at Bank on XXXX ) - I declined the amount and then it stated a rep from chase will call about it. They instructed me to remove the money from the account and to place on a digital google wallet card and open a new account because the original was compromised. XXXX and XXXX labeled from Texas were the phone numbers given to call and speak with someone about reporting this to the fraud department. After pulling the actual money from the checking and savings accounts for a total of {$7400.00}. After placing the money in the ATM - I also did not receive a text message about the deposit. They also stated that they would send a follow up email- which again never came. I attempted to open the card # they gave me in XXXX wallet XXXX exp XX/XX/year> and XXXX XXXX when I got to the verification screen it did not show my number- just the number to the bank. I called CHASE and explained what happened- all they said was they could do nothing because physical money was removed from the bank - they could not see any text messages I had received so they could do nothing. I went to my local branch in XXXX XXXX and explained again - the kind banker showed me that there was no text messages ( even though my text messages were identical to the new ones I had received ) and could not see anything but the withdrawal. We closed that checking account - opened a new one. The CHASE fraud team would not even take a report about the situation - I filed an online police report with XXXX XXXX ( will be attached ).,,JPMORGAN CHASE & CO.,OH,,Web,Closed with explanation,1,,2025,2,1,Money transfer / service
2025-03-07,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,VA,Older American,Web,Closed with explanation,1,,2025,3,0,Bank account / service
2025-10-17,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,I have unauthorized charge on my account for {$1700.00} that I did not make and chime declined my claim I want my money back please help me,,Chime Financial Inc,PA,,Web,Closed with explanation,1,,2025,10,1,Bank account / service
2024-04-26,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was paid,,,GOLDMAN SACHS BANK USA,IL,,Web,Closed with explanation,1,,2024,4,0,Debt collection
2022-03-17,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",PA,,Web,Closed with explanation,1,,2022,3,0,Bank account / service
2024-09-16,Student loan,Private student loan,Struggling to repay your loan,Can't get other flexible options for repaying your loan,,,"Navient Solutions, LLC.",VA,,Web,Closed with explanation,1,,2024,9,0,Student loan
